name,country,latitude,longitude,suburb,property_type,room_type,bed_type,price,number_of_reviews,rating,occupancy_30,occupancy_60,occupancy_90,occupancy_365
DOUBLE ROOM for 1 or 2 ppl,Spain,41.41035,2.17519,Eixample,Apartment,Private room,Real Bed,15.0,0,,1.0,1.0,1.0,1.0
"Nişantaşı, safe, quality area.Very close to metro.",Turkey,41.05261,28.99363,Şişli,Apartment,Entire home/apt,Real Bed,417.0,6,9.0,0.6666666666666667,0.8333333333333334,0.7555555555555555,0.1863013698630137
BALAT,Turkey,41.03301,28.94457,Fatih,House,Private room,Real Bed,685.0,0,,0.0,0.0,0.0,0.0
Comfort Room in Istanbul,Turkey,41.01499,29.08565,Üsküdar,Apartment,Private room,Real Bed,53.0,0,,0.0,0.0,0.0,0.0
Apartamento para as olimpíadas,Brazil,-22.938257466286093,-43.1838890521465,Laranjeiras,Apartment,Entire home/apt,Real Bed,746.0,0,,0.2333333333333332,0.1166666666666667,0.0777777777777777,0.0191780821917808
Designer Apartment in Sheung Wan,Hong Kong,22.28354,114.14881,Central & Western District,Apartment,Entire home/apt,Real Bed,1484.0,18,10.0,1.0,1.0,1.0,1.0
"Waterfront, Enchanted Lake Home 2/1",United States,21.37812,-157.74147,Kailua,House,Entire home/apt,Real Bed,189.0,44,9.0,0.5666666666666667,0.7,0.5888888888888889,0.1452054794520547
Bright PrivateRm 1 min to JordanMTR,Hong Kong,22.30549,114.17127,Jordan,Hostel,Private room,Real Bed,447.0,203,10.0,0.7,0.4666666666666667,0.3111111111111111,0.8301369863013699
enjoy nature in Istanbul,Turkey,40.862,29.11608,büyükada,House,Entire home/apt,Real Bed,359.0,15,10.0,1.0,1.0,1.0,1.0
Holoholo Inn: Rain Forest (Priv-2),United States,19.43344,-155.2403,Island of Hawaiʻi,House,Private room,Real Bed,105.0,44,10.0,0.0,0.0,0.0555555555555555,0.0136986301369863
Sunny 1 or 2 BR apt in Boerum Hill,United States,40.68779,-73.98517,Brooklyn,Apartment,Entire home/apt,Real Bed,189.0,215,10.0,0.6333333333333333,0.7166666666666667,0.6666666666666667,0.2438356164383561
Room in the very ♥ of BCN - Unbeatable location,Spain,41.38049,2.17778,El Gòtic,Condominium,Private room,Real Bed,40.0,122,8.0,0.7333333333333334,0.7666666666666666,0.7,0.3068493150684931
Quarto espaçoso e arejado no Rio.,Brazil,-22.976504206582877,-43.189916447135005,Copacabana,Hostel,Private room,Real Bed,187.0,1,,0.0,0.0,0.0,0.5068493150684932
Big Private BR Steps to Barnard Columbia & Subways,United States,40.80732,-73.9648,Morningside Heights,Apartment,Private room,Real Bed,128.0,29,10.0,0.0,0.0,0.0333333333333333,0.2684931506849315
AP. EM CONDOMINIO FECHADO,Brazil,-22.89142169593252,-43.21872245840377,São Cristóvão,Apartment,Entire home/apt,Real Bed,172.0,0,,1.0,1.0,1.0,1.0
aOceanside Hawaii Apartment Studio Kitchen Parking,United States,21.2837,-157.83937,Oʻahu,Apartment,Entire home/apt,Real Bed,99.0,137,9.0,0.0666666666666666,0.0333333333333333,0.0222222222222222,0.7589041095890411
Brooklyn Artist Loft / Fun Location,United States,40.63199,-74.02972,Brooklyn,Apartment,Private room,Real Bed,59.0,13,10.0,0.0333333333333333,0.0166666666666667,0.011111111111111,0.0027397260273972
Alcam Colon 52 Apartment,Spain,41.37724,2.17831,Ciutat Vella,Apartment,Entire home/apt,Real Bed,91.0,0,,0.4,0.1999999999999999,0.1333333333333333,0.2136986301369863
"Home, Sweet, Harlem. Welcome!",United States,40.79733,-73.93955,Manhattan,Apartment,Entire home/apt,Real Bed,110.0,199,9.0,0.0666666666666666,0.1166666666666667,0.0888888888888889,0.0219178082191781
Nice Decorated Studio in Central,Turkey,41.04095,29.00425,Beşiktaş,Townhouse,Entire home/apt,Real Bed,633.0,0,,0.0,0.0,0.0,0.0
MONTJUIC FOUNTAINS APARTMENT,Spain,41.37249,2.15573,Sants-Montjuïc,Apartment,Entire home/apt,Real Bed,85.0,43,9.0,0.5333333333333333,0.5833333333333333,0.5666666666666667,0.4684931506849314
Cozy Chinatown studio apartment,United States,40.7113,-73.99442,Manhattan,Apartment,Entire home/apt,Real Bed,100.0,26,10.0,1.0,1.0,1.0,1.0
"Bright, Bohemian, Spacious Apt in Williamsburg",United States,40.71353,-73.96216,Brooklyn,Condominium,Entire home/apt,Real Bed,125.0,16,10.0,1.0,1.0,1.0,1.0
2 Bedroom Ipanema-Copacabana,Brazil,-22.98581619981152,-43.192297491066334,Copacabana,Apartment,Entire home/apt,Real Bed,306.0,2,9.0,0.7666666666666666,0.8166666666666667,0.8777777777777778,0.9671232876712328
Large Duplex in Midtown East with backyard!,United States,40.75482,-73.96776,Manhattan,Apartment,Entire home/apt,Real Bed,350.0,112,10.0,0.9333333333333332,0.9166666666666666,0.7,0.6849315068493151
Conveniently located apartment,Hong Kong,22.28352,114.15076,Central & Western District,Apartment,Entire home/apt,Real Bed,793.0,1,,1.0,1.0,1.0,1.0
Executive Luxury design Apartment,Australia,-33.88944,151.23526,Woollahra,Apartment,Entire home/apt,Real Bed,461.0,35,10.0,1.0,1.0,1.0,0.5698630136986301
cozy house and garden in the heart of Montréal,Canada,45.53481,-73.55985,Le Plateau,Apartment,Entire home/apt,Real Bed,64.0,5,10.0,1.0,1.0,1.0,1.0
HAPPY TO HELP YOU,Turkey,41.06018,28.98641,Şişli,Apartment,Private room,Real Bed,227.0,0,,0.0,0.0,0.0,0.0
Bundeena Garden Studio near beaches,Australia,-34.08087,151.15761,Cronulla,Cabin,Entire home/apt,Real Bed,109.0,230,10.0,0.5333333333333333,0.4166666666666666,0.5222222222222221,0.6575342465753424
Quiet room in central Istanbul,Turkey,41.04768,28.98361,Şişli,Apartment,Private room,Real Bed,95.0,0,,0.0,0.0,0.0,0.0
2 confortables habitaciones en el centro de BCN!,Spain,41.3791,2.16851,El Raval,Apartment,Private room,Real Bed,35.0,54,10.0,0.6666666666666667,0.6833333333333333,0.7111111111111111,0.747945205479452
Midillis 202 (Double Room),Turkey,41.00359,28.97622,Fatih,Apartment,Private room,Real Bed,148.0,24,10.0,0.7666666666666666,0.5,0.4111111111111111,0.1178082191780821
Loue 1 chambre privée,Canada,45.51625,-73.55495,Downtown Montreal,Apartment,Private room,Real Bed,60.0,0,,1.0,1.0,1.0,1.0
Harbourside Apartment - Water Views,Australia,-33.84297,151.21478,Neutral Bay,Apartment,Entire home/apt,Real Bed,161.0,41,10.0,0.7666666666666666,0.6333333333333333,0.4333333333333333,0.1178082191780821
O'Porto Studio | Historic Center,Portugal,41.14736,-8.61504,Porto,Loft,Entire home/apt,Real Bed,40.0,380,10.0,0.7333333333333334,0.5,0.5555555555555556,0.2465753424657534
Apartamento São Bento da Vitória 2 - Amazing view,Portugal,41.14507,-8.61655,Porto,Apartment,Entire home/apt,Real Bed,80.0,211,10.0,0.8,0.8166666666666667,0.8222222222222222,0.2712328767123287
ROOM + ENSUITE INNER CITY MOD HOUSE,Australia,-33.86771,151.16994,Lilyfield/Rozelle,House,Private room,Real Bed,125.0,12,8.0,0.0,0.0,0.0,0.0
Luxury 1 Bedroom Central Park Views,United States,40.79208,-73.96482,Manhattan,Condominium,Entire home/apt,Real Bed,1000.0,24,10.0,0.0,0.0,0.0,0.0
1 BR 1/2 block to A/B/C/D trains,United States,40.83307,-73.93957,Manhattan,Apartment,Private room,Real Bed,48.0,45,10.0,0.0,0.0,0.0,0.0
LightHouse with Sea View,Portugal,41.15171,-8.67643,Porto,Apartment,Entire home/apt,Real Bed,80.0,1,10.0,0.0333333333333333,0.1666666666666666,0.3888888888888888,0.4082191780821917
Brick House: Unique Garden Apartment! King Bed!,United States,40.68174,-73.91365,Brooklyn,Apartment,Entire home/apt,Real Bed,125.0,37,10.0,0.0,0.1166666666666667,0.2222222222222222,0.0547945205479452
Fresh and modern 1BR in Bed-Stuy,United States,40.68683,-73.92922,Bedford-Stuyvesant,Apartment,Entire home/apt,Real Bed,79.0,180,10.0,0.8666666666666667,0.8333333333333334,0.7777777777777778,0.2602739726027397
The Local Nook // Cozy Kona Hale,United States,19.67155,-155.9943,Kailua/Kona,Guest suite,Entire home/apt,Real Bed,150.0,25,10.0,1.0,0.95,0.9666666666666668,0.9917808219178084
Appartement 3 1/2 en résidence,Canada,45.55264,-73.60386,Villeray-Saint-Michel-Parc-Extension,Condominium,Entire home/apt,Real Bed,35.0,2,4.0,1.0,1.0,1.0,1.0
Charming Private Brooklyn Bedroom,United States,40.72804,-73.95646,Greenpoint,Apartment,Private room,Real Bed,105.0,58,10.0,0.0,0.0,0.0,0.0
Fabulous occasion orange,Portugal,41.14464,-8.61181,Porto,Apartment,Entire home/apt,Real Bed,34.0,163,10.0,0.8666666666666667,0.9333333333333332,0.8888888888888888,0.4986301369863013
Appartement avec gymnase et sauna,Canada,45.5993,-73.55486,Anjou,Apartment,Entire home/apt,Real Bed,60.0,0,,0.0,0.0,0.0,0.5068493150684932
Bondi beach sunny house,Australia,-33.89172,151.26826,Bondi Beach,House,Private room,Real Bed,55.0,1,10.0,1.0,1.0,1.0,1.0
Two Bed Room Spacious brand new,Australia,-33.81861,151.00818,Harris Park,Apartment,Entire home/apt,Real Bed,124.0,0,,1.0,1.0,1.0,1.0
Göztepe Single Room,Turkey,40.97602,29.06318,Kadıköy,Apartment,Private room,Real Bed,42.0,0,,0.0666666666666666,0.0333333333333333,0.0222222222222222,0.7589041095890411
"Conveniently Located, Sunny Brooklyn Heights!",United States,40.69263,-73.99438,Brooklyn,Apartment,Entire home/apt,Real Bed,150.0,95,9.0,1.0,1.0,0.9888888888888888,0.4
Inner City Terrace - 2 rooms 2 beds - 4 ppl.,Australia,-33.88848,151.1965,Darlington,Townhouse,Private room,Real Bed,171.0,3,10.0,1.0,1.0,1.0,1.0
PALMS AT WAILEA #905-2BR-REMODELED-LARGE LANAI-AC,United States,20.69735,-156.4409,Maui,Condominium,Entire home/apt,Real Bed,240.0,18,10.0,0.9333333333333332,0.9,0.9111111111111112,0.6082191780821917
MODERN CONDO WITH VIEW - GRIFFIN,Canada,45.49665,-73.55863,Griffintown,Apartment,Entire home/apt,Real Bed,79.0,1,10.0,1.0,1.0,1.0,1.0
Au cœur de la Petite Patrie,Canada,45.54566,-73.59462,Rosemont-La Petite-Patrie,Apartment,Entire home/apt,Real Bed,115.0,13,10.0,1.0,1.0,1.0,0.6027397260273972
great Terrace&lift city center,Spain,41.39922,2.15761,Gràcia,Apartment,Entire home/apt,Real Bed,58.0,213,9.0,0.9333333333333332,0.7333333333333334,0.5444444444444445,0.1342465753424657
Apartamento Centro histórico,Portugal,41.1455,-8.63001,Porto,Apartment,Entire home/apt,Real Bed,75.0,5,10.0,0.4333333333333333,0.2166666666666666,0.1444444444444445,0.0356164383561643
Cruisy apartment by the sea,Australia,-33.662,151.32223,Newport Beach,Apartment,Entire home/apt,Real Bed,151.0,2,10.0,1.0,1.0,1.0,1.0
Porto-amazing room with ensuite,Portugal,41.18877,-8.58364,Pedrouços,Apartment,Private room,Real Bed,30.0,4,10.0,0.2333333333333332,0.1166666666666667,0.0777777777777777,0.0191780821917808
Two bedroom apartment,Spain,41.39137,2.17434,Eixample,Apartment,Entire home/apt,Real Bed,155.0,23,10.0,0.7333333333333334,0.7,0.6111111111111112,0.4054794520547945
3 Quartos Ipanema c/Piscina,Brazil,-22.98217661277284,-43.20731407351492,Ipanema,Apartment,Entire home/apt,Real Bed,399.0,5,10.0,1.0,1.0,1.0,1.0
"Mahalo Aina Sanctuary, Dreamtime Room",United States,19.9732,-155.22848,Island of Hawaiʻi,Farm stay,Private room,Real Bed,135.0,9,10.0,0.4,0.1999999999999999,0.1333333333333333,0.0328767123287671
Renovated Modern Apartment with Cathedral Views,Spain,41.39726,2.16963,Dreta de l'Eixample,Apartment,Entire home/apt,Real Bed,199.0,165,10.0,0.8333333333333334,0.75,0.6888888888888889,0.3917808219178081
Apartment in Ipanema with Balcony,Brazil,-22.984148254337534,-43.19423588543599,Ipanema,Apartment,Entire home/apt,Real Bed,351.0,14,9.0,0.3,0.15,0.0999999999999999,0.0246575342465753
Tamarama Penthouse apartment,Australia,-33.89741,151.26982,Tamarama,Apartment,Entire home/apt,Real Bed,225.0,27,10.0,1.0,1.0,1.0,1.0
Bondi Apartment with Stunning Views,Australia,-33.89333,151.25656,Bondi Junction,Condominium,Entire home/apt,Real Bed,171.0,12,9.0,1.0,1.0,1.0,1.0
"907A -Clean, Close to Beach",United States,21.27567,-157.82262,Honolulu,Apartment,Entire home/apt,Real Bed,69.0,53,9.0,0.3333333333333333,0.2166666666666666,0.2111111111111111,0.0520547945205479
Beautiful Barra da Tijuca beachfront apart-hotel !,Brazil,-23.01558513917358,-43.30252917595476,Barra da Tijuca - Rio de Janeiro,Apartment,Entire home/apt,Real Bed,746.0,2,9.0,1.0,1.0,1.0,1.0
"Park Slope Apt:, Spacious 2 bedroom",United States,40.67644,-73.98082,Brooklyn,Apartment,Entire home/apt,Real Bed,165.0,23,10.0,1.0,1.0,1.0,0.821917808219178
Myboat & Yacht rentals,Portugal,41.14143,-8.65161,Vila Nova de Gaia,Boat,Entire home/apt,Real Bed,200.0,0,,0.0,0.0,0.0,0.0
Heart of Waikiki. Renovated(MS8),United States,21.28133,-157.82776,Oʻahu,Condominium,Private room,Real Bed,135.0,72,9.0,0.5666666666666667,0.7,0.6111111111111112,0.1753424657534246
2+1 flat for rent,Turkey,41.06309,28.9985,Şişli,Apartment,Entire home/apt,Real Bed,148.0,0,,0.0,0.0,0.0,0.0
Peaceful Apartment near Casa da Música,Portugal,41.16087,-8.6311,Porto,Apartment,Entire home/apt,Real Bed,35.0,15,10.0,1.0,0.7833333333333333,0.6888888888888889,0.4630136986301369
Roof Top Terrace,Turkey,41.03154,28.98381,Cihangir,Loft,Entire home/apt,Real Bed,221.0,89,9.0,0.9,0.65,0.5,0.1232876712328767
Huge duplex apt. up to 8 in Taksim,Turkey,41.03832,28.98224,Taksim,Apartment,Entire home/apt,Real Bed,475.0,43,10.0,0.6333333333333333,0.6666666666666667,0.5666666666666667,0.2904109589041096
Sudio Dolbeau near Mont-Royal,Canada,45.50286,-73.62797,Cote-des-Neiges-Notre-Dame-de-Grace,Loft,Entire home/apt,Real Bed,81.0,4,9.0,1.0,1.0,0.9111111111111112,0.2246575342465753
Beautiful 3BR flat in the Center,Turkey,41.02655,28.9739,Beyoglu,Apartment,Entire home/apt,Real Bed,559.0,22,10.0,0.2666666666666667,0.15,0.1999999999999999,0.073972602739726
Alugo suíte prx Parque Olimpico e Rio Centro,Brazil,-22.969013331100093,-43.393534232339206,Barra da Tijuca,Apartment,Private room,Real Bed,399.0,5,10.0,0.0,0.0,0.0,0.0
Newly Renovated Studio Midtown East,United States,40.75489,-73.9666,Midtown East,Apartment,Entire home/apt,Real Bed,239.0,119,10.0,0.9,0.9166666666666666,0.9,0.4027397260273972
Room on the waterfront,Australia,-33.80031,151.29282,Manly,Condominium,Private room,Real Bed,85.0,52,10.0,0.9,0.95,0.9666666666666668,0.9917808219178084
"Beautiful Apt, Tropical Resort, Steps to the Beach",United States,20.76438,-156.45649,Maui,Condominium,Entire home/apt,Real Bed,174.0,55,10.0,0.8666666666666667,0.9,0.9,0.5178082191780822
Luminous for 6 apt @ Rnda Sant Pau ¦,Spain,41.37513,2.16663,Eixample,Apartment,Entire home/apt,Real Bed,527.0,90,10.0,0.7333333333333334,0.7666666666666666,0.6777777777777778,0.7041095890410959
Quarto para as Olimpíadas/Room for Olympics,Brazil,-22.930049818012783,-43.36534968594563,Rio de Janeiro,House,Private room,Real Bed,112.0,0,,1.0,1.0,1.0,1.0
BOMBARDA Room,Portugal,41.14557,-8.6127,Porto,House,Private room,Real Bed,36.0,210,10.0,0.4333333333333333,0.3333333333333333,0.3555555555555555,0.1342465753424657
Habitación indiv con cama extra,Spain,41.40211,2.1643,Gràcia,Apartment,Private room,Real Bed,49.0,79,10.0,0.2666666666666667,0.4333333333333333,0.4,0.0986301369863014
Keauhou Hale at Volcano,United States,19.44148,-155.26935,Island of Hawaiʻi,House,Entire home/apt,Real Bed,125.0,0,,0.0333333333333333,0.0166666666666667,0.011111111111111,0.0027397260273972
Deluxe Suites Family room in taksim,Turkey,41.03828,28.98179,Taksim,Serviced apartment,Private room,Real Bed,221.0,3,7.0,0.8666666666666667,0.6,0.4555555555555556,0.8657534246575342
Private Room on Bondi Beach,Australia,-33.89275,151.27036,Bondi Beach,Apartment,Private room,Real Bed,70.0,0,,1.0,1.0,1.0,1.0
"Shangri'La by the Sea, Kapoho Beach",United States,19.50157,-154.81946,Island of Hawaiʻi,Villa,Entire home/apt,Real Bed,650.0,10,9.0,1.0,1.0,1.0,0.9095890410958904
SUNNY RAMBLAS 2,Spain,41.38432,2.16666,Ciutat Vella,Apartment,Entire home/apt,Real Bed,70.0,1,10.0,0.7,0.35,0.2333333333333332,0.2986301369863013
The Porto Concierge - White Martin,Portugal,41.14542,-8.60827,Porto,Apartment,Entire home/apt,Real Bed,50.0,122,9.0,1.0,1.0,1.0,1.0
Santo Tirso Holiday Home,Portugal,41.35459,-8.44815,Porto,House,Entire home/apt,Real Bed,55.0,2,10.0,1.0,0.8666666666666667,0.6444444444444444,0.3123287671232877
Room 1 near Jordan Mtr station 1min,Hong Kong,22.30612,114.17237,Yau Tsim Mong,Apartment,Private room,Real Bed,400.0,105,9.0,1.0,0.5666666666666667,0.3777777777777777,0.3534246575342465
DOUBLE ROOM IN THE HEART OF BCN,Spain,41.38701,2.17561,Ciutat Vella,Apartment,Private room,Real Bed,25.0,108,9.0,0.4666666666666667,0.3333333333333333,0.2222222222222222,0.1123287671232876
Double Room,Turkey,41.01001,28.977,Sultanahmet,Bed and breakfast,Private room,Real Bed,359.0,0,,0.0,0.0,0.0,0.0
Burgazada da çarşıya yakın daire,Turkey,40.87794,29.06648,TR,Apartment,Entire home/apt,Real Bed,348.0,22,10.0,0.9333333333333332,0.4666666666666667,0.3111111111111111,0.0794520547945205
Clean room in quiet area,Hong Kong,22.31752,114.25746,Sai Kung District,Apartment,Private room,Real Bed,188.0,27,10.0,1.0,1.0,1.0,0.747945205479452
2 Bedroom in The East Village!,United States,40.73598,-73.98161,Manhattan,Apartment,Entire home/apt,Airbed,125.0,19,9.0,1.0,1.0,1.0,1.0
Lovely room in Caueway Bay!,Hong Kong,22.27681,114.18233,Wan Chai District,Apartment,Private room,Real Bed,353.0,0,,1.0,1.0,1.0,1.0
"Mongkok Luxury Studio, New Reno *4A",Hong Kong,22.31915,114.16984,Yau Tsim Mong,Apartment,Entire home/apt,Real Bed,298.0,1,10.0,1.0,1.0,1.0,0.8849315068493151
NEW FLAT + PRIVATE ROOFTOP IN SAY YING PUN,Hong Kong,22.28737,114.14238,Central & Western District,Apartment,Entire home/apt,Real Bed,903.0,3,9.0,1.0,1.0,1.0,1.0
Amazing Upper West Side Loft-Studio,United States,40.78898,-73.97589,Upper West Side,Loft,Entire home/apt,Real Bed,79.0,12,10.0,0.9,0.95,0.8222222222222222,0.9561643835616438
Huge bedroom in luxurious apartment,United States,40.78626,-73.94429,Manhattan,Apartment,Private room,Real Bed,40.0,2,10.0,1.0,1.0,1.0,1.0
listing_id: (Phone number hidden by Airbnb) THE BEST LOCATION IN LEBLON,Brazil,-22.980690335847203,-43.21889444085009,Leblon,Apartment,Entire home/apt,Real Bed,518.0,11,10.0,0.4666666666666667,0.2333333333333332,0.1555555555555555,0.0383561643835616
Apartamento de Luxo para Olimpíadas,Brazil,-23.00273936515431,-43.42564904825581,Barra da Tijuca,Condominium,Entire home/apt,Real Bed,933.0,0,,1.0,1.0,1.0,1.0
Brooklyn Bushwhick Private Room,United States,40.70017,-73.92081,Brooklyn,Apartment,Private room,Real Bed,35.0,0,,1.0,1.0,1.0,1.0
6 min. walk to metro & metrobus,Turkey,41.06422,28.99911,Şişli,Apartment,Private room,Real Bed,100.0,0,,0.0666666666666666,0.0333333333333333,0.0222222222222222,0.0054794520547944
* Lani Beach House,United States,21.61601,-158.08687,North Shore,House,Entire home/apt,Real Bed,895.0,0,,0.7666666666666666,0.8833333333333333,0.8222222222222222,0.5068493150684932
Wellyet Guest House@Room 2,Hong Kong,22.2982,114.17366,Tsim Sha Tsui,Apartment,Private room,Real Bed,267.0,36,9.0,0.4333333333333333,0.2166666666666666,0.1444444444444445,0.0465753424657534
"Bright, Modern, Spacious Duplex Apt",United States,40.76964,-73.92117,Astoria,Apartment,Entire home/apt,Real Bed,90.0,28,10.0,1.0,1.0,1.0,1.0
Charming apartment with balcony,Brazil,-22.984126941422254,-43.2285561930115,Leblon,Apartment,Entire home/apt,Real Bed,250.0,22,10.0,1.0,0.9,0.6,0.147945205479452
Apartamento com 2 quartos Leblon,Brazil,-22.98655048520364,-43.23045778723012,Leblon,Apartment,Entire home/apt,Real Bed,548.0,2,10.0,0.8666666666666667,0.9333333333333332,0.9555555555555556,0.4136986301369862
.CidadeMaravilhosa.2017RIO,Brazil,-22.941799837438328,-43.179580196689336,Botafogo,Apartment,Entire home/apt,Real Bed,246.0,0,,0.0,0.0,0.0,0.0
Next to Barcelona Fair and Magic Fountain,Spain,41.37587,2.15375,Eixample,Apartment,Entire home/apt,Real Bed,90.0,20,9.0,0.9333333333333332,0.8333333333333334,0.6888888888888889,0.3890410958904109
Aluguel para Olimpiadas,Brazil,-22.970523926945454,-43.39842206377968,Barra da Tijuca,Apartment,Entire home/apt,Real Bed,1000.0,0,,1.0,1.0,1.0,1.0
BEST REVIEWS*BEST MALLS*SAFE STAY*DIMSUM*CWB*MTR,Hong Kong,22.27878,114.18445,Wan Chai District,Apartment,Entire home/apt,Real Bed,1492.0,36,9.0,0.6,0.5166666666666666,0.3444444444444444,0.1972602739726027
"Kowloon Mongkok 1812 Twin Room A, near station",Hong Kong,22.31463,114.16885,Mong Kok,Apartment,Private room,Real Bed,306.0,71,9.0,0.5666666666666667,0.2833333333333333,0.1888888888888888,0.7397260273972603
"Casa ""Voltaria"", o desejo de voltar",Portugal,41.13534,-8.60605,Vila Nova de Gaia,Apartment,Entire home/apt,Real Bed,120.0,10,10.0,1.0,1.0,1.0,0.8767123287671232
Sunny Courtyard Apartment - Sydney,Australia,-33.90087,151.21181,Waterloo,Apartment,Entire home/apt,Real Bed,165.0,0,,0.7666666666666666,0.5166666666666666,0.5444444444444445,0.5780821917808219
